46 62 56.9 60.3 59.6666666667 58.05 60.14 61.5 59.4285714286 60.45 59.5111111111 60.26
43 55.8 57 60.25 59.3666666667 59.225 59.96 59.05 60.4571428571 59.6625 60.3111111111 59.78
53 52.4 60 61.8 58.8666666667 61.15 59.98 60.3166666667 59.3 59.75 59.9666666667 61.09
57 57.8 57.7 61.25 59.2 59.15 60.38 59.6666666667 60.0857142857 59.6375 60.0777777778 59.87
61 63 58.9 61.25 61.2333333333 59.925 60.5 59.55 59.3285714286 59.4 59.3333333333 60.01
54 54.8 63.7 60 61.3 62 60.56 60.5666666667 59.8714285714 59.45 60.1333333333 61.8
63 58.8 61.6 61.85 60.9666666667 60.8 60.76 57.9666666667 59.1857142857 59.275 60.5222222222 60.32
56 57 57.5 58.4 60.0333333333 59.675 60.5 59.5333333333 58.8428571429 60.1375 60.3555555556 59.96
55 58.6 57.3 57.7 60.7 59.7 58.68 59.4333333333 60.7142857143 59.6 60.0888888889 59.75
37 58.8 61.9 60.65 58.9 61.125 59.9 59.9833333333 60.5142857143 60.0375 59.6 59.28
59 56 56.7 60.55 59 57.95 59.08 60.4 60.0142857143 60.1625 60.3333333333 60.24
42 59 59 62.25 61.0333333333 60.9 61.86 60.3333333333 61.4428571429 59.1875 60.8222222222 60.29
58 57.6 59.3 58.8 60.8333333333 58.825 60.7 59.6833333333 58.9 61.3875 60.1111111111 59.75
40 54.4 60.6 60.1 58.5333333333 59.475 60.74 60.7333333333 60.0571428571 59.2875 58.2777777778 59.18
63 63.4 59.3 60.7 59.8 59.475 61.44 59.65 60.2 60.125 58.3777777778 59.34
49 58.4 58.2 56.55 61.3 57.6 59.06 60.7333333333 59.3285714286 60.2875 60.0666666667 59.03
50 60.6 61.4 59.45 60.1666666667 59.55 60.08 59.9833333333 59.7857142857 59.1625 59.1777777778 59.96
55 58 57.4 60.45 60.9 60.975 59.6 60.9166666667 59.5428571429 59.2125 60.0555555556 60.03
59 55.8 60.6 58.7 59.9666666667 60.75 59.34 59.4333333333 60.8 60.175 59.5555555556 59.7
73 59.2 63.7 56.5 60.0666666667 60.675 59.86 60.45 60.2571428571 60.7625 60.5777777778 60.25
47 60.6 59 58.85 58.9 59.15 60.46 60.0666666667 59.2142857143 60.1875 58.8777777778 59.49
39 60.4 61 60.55 60.4666666667 60.75 60.56 59.6666666667 59.7428571429 59.35 59.4222222222 60.72
65 57.4 60 59.05 58.7 59.75 60.46 58.9166666667 60.3285714286 59.2 60.2222222222 59.9
54 57 57.8 58.7 59.7333333333 61.1 60.84 60.7166666667 59.7142857143 60.525 59.5 59.75
42 59 62 60.55 60.4666666667 61.1 59.06 59.85 59.0285714286 60.3125 58.7222222222 60.59
45 54 61.4 61.45 59.2666666667 60.25 58.76 59.7166666667 60.9142857143 60.05 60.6333333333 60.64
57 52.8 57.4 59.45 60.6666666667 59.45 59.78 58.75 59.6857142857 59.575 60.3444444444 59.68
70 59.2 59.7 59.8 59.0333333333 58.325 59.44 61.2666666667 60.9 60.05 60.8333333333 60.26
58 59 58.6 60.75 58.1 59.725 59.6 58.55 60.1142857143 60.275 59.7333333333 59.81
59 53.8 57.8 58.4 59.3 59.275 59.92 60.0666666667 58.7714285714 59.4 60.0111111111 60.23
61 60.8 57.9 59.95 59.5 59.375 60.88 60.4166666667 58.8857142857 59.95 59.4333333333 59.87
47 62.4 54.3 59.15 61.3666666667 60.425 59.94 60.05 60.1285714286 60.4625 60.4333333333 60.96
59 57 59.1 59.65 58.4 61.525 60.42 59.85 60.9714285714 60.175 59.5222222222 61.12
56 56.6 58.3 60.55 59.1333333333 60.275 60.84 59.0333333333 60.4714285714 59.15 60.7333333333 60.61
59 54 58.9 57.9 59.8333333333 59.675 59.5 60.3 60.1285714286 59.7625 60.2111111111 59.94
53 60.6 56.8 57.8 58.8 61.1 59.34 61.3833333333 58.2142857143 58.975 59.0111111111 59.92
42 59.2 57.3 58.9 58.6333333333 61.3 59.26 61.35 59.4857142857 59.45 59.8444444444 59.99
53 55.4 61.1 59.2 60.8333333333 59.925 59.44 58.9333333333 58.7285714286 60.4375 59.4444444444 59.25
46 65.4 57.9 58.6 58.0333333333 59.15 59.16 59.9 59.3857142857 61.1625 59.5888888889 58.83
49 58.4 59.6 58.3 59.3 58.75 60.82 60.3166666667 58.7285714286 58.925 60.1888888889 59.45
57 63.8 60.9 61.2 59.5333333333 60.5 59.82 59.5833333333 59.6428571429 58.9 59.0666666667 59.66
53 61 59.8 62.85 60.3666666667 59.45 59.84 59.3666666667 59.8142857143 59.6125 59.8 60.55
53 59.8 61.9 58.15 60.0333333333 59.875 59.34 59.6166666667 61.9285714286 59.6625 60.6111111111 60
56 59.2 60.4 57.05 60.2333333333 60.225 58.9 59.2166666667 59.2428571429 59.5625 59.7777777778 60.37
56 58.4 58 58.65 59.1666666667 59.725 60.48 59 57.2857142857 60.0875 59.8111111111 60.49
67 59.8 60.5 62.95 60.3 60.8 59.62 59.6666666667 60.2714285714 60.75 60.0333333333 59.93
48 54 58.5 58.7 62.0666666667 59.325 59.48 59.8 59.4714285714 59.6125 60.8888888889 58.53
50 60.2 59.3 57.3 61.3666666667 59.5 59.06 58.6333333333 59.3428571429 59.575 60.2555555556 59.82
42 54.6 60.9 60 60.9 60.7 61.04 59.75 59.3 60.425 60.2111111111 60.51
61 57.6 58.4 60.4 58.9666666667 58.8 60.26 60.25 60.2714285714 59.3375 60.3111111111 60.28
42 58.6 61.9 58.7 59.8333333333 60.675 59.3 61.4666666667 60.3571428571 60.225 61.0333333333 59.45
